,source,author,title,description,url,urlToImage,publishedAt,content
60,"{'id': 'vice-news', 'name': 'Vice News'}","Mary Frances ""Francky"" Knapp, Hilary Pollack","Ruggable Just Launched Faux Hide Rugs, and They’re Very Sexy","The machine-washable rug brand brought the whole herd, from 80s faux zebra print rugs to cowhides that look like the real deal.",https://www.vice.com/en/article/m7gbw3/ruggable-faux-hide-rug,https://video-images.vice.com/articles/62fc01294049fa009d821d49/lede/1660764622175-ruggablehide.jpeg?image-resize-opts=Y3JvcD0wLjk4NzY1NDMyMDk4NzY1NDR4dzoxeGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-08-17T19:47:32Z,"Summer is cool, but you know what else is? Reclining on a faux cowhide rug—silk robe ajar—in front of a fireplace, and swirling a glass of Ballantine's Scotch like a spy. Not that we have a fireplace… [+1637 chars]"
61,"{'id': 'vice-news', 'name': 'Vice News'}","Becca Blasdel, Hilary Pollack, Marshall Bright","The Coolest New Drops This Week, From Carhartt WIP to Moncler x Clarks","We're floating into fall with whipped-cream sunscreen, Clarks x Moncler, and a Carhartt WIP collection that's a work of art.",https://www.vice.com/en/article/wxnxp4/coolest-new-drops-collabs-august-25-2022,https://video-images.vice.com/articles/6307d7d5112931009516e1f9/lede/1661459451194-drops825lede.png?image-resize-opts=Y3JvcD0xeHc6MC45OTk1MDY0MTY1ODQ0MDI4eGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-08-25T20:42:08Z,"Cruel, cruel summer, why must you love us and leave us? We were just starting to tackle how to dress for this humidity, and now? A chill in the air? Leaves turning? How could you? WE LOVED YOU. It’s … [+4898 chars]"
62,"{'id': 'vice-news', 'name': 'Vice News'}","Rec Room Staff, Hilary Pollack",Backed Hard: The Best Stuff We (Actually) Bought in August,"Chic earplugs, cult-fave Hokas, and chainmail bikinis—here's what helped VICE editors survive music festivals, Renn Faires, and hot August days.",https://www.vice.com/en/article/4axnyg/august-2022-editors-picks,https://video-images.vice.com/articles/63110090f7a4c3009b8d8438/lede/1662068346162-backed-hard-august-copy.jpeg?image-resize-opts=Y3JvcD0xeHc6MC45MjA0NTQ1NDU0NTQ1NDU0eGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-09-01T22:46:45Z,"We did it, mate. We’ve made it to summer’s swan song after months of soaking up the sun à la Sheryl, sipping margs, and enjoying the drip of our mesh ‘fits at Jacob Riis/Will Rogers beach (choose you… [+12735 chars]"
63,"{'id': None, 'name': 'The Guardian'}",Sam Strutt,Becoming a wine ‘snob’ has helped me build a new relationship with the stuff | Sam Strutt,"I’m not an expert and I don’t want to be. But I’m enjoying the learning and the journey<ul><li>How has your approach to life changed since the pandemic? Tell us in the comments</li></ul>My tipple of choice has always been wine. Flat or sparkling, my mates wou…",https://amp.theguardian.com/commentisfree/2022/sep/05/becoming-a-wine-snob-has-helped-me-build-a-new-relationship-with-the-stuff,https://i.guim.co.uk/img/media/da47cae08095077cd23adfb4110327fb3544d81f/0_348_5220_3132/master/5220.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctb3BpbmlvbnMucG5n&enable=upscale&s=c4a4257c297dd21d8788db4d46b2467b,2022-09-05T17:30:36Z,"My tipple of choice has always been wine. Flat or sparkling, my mates would compare me to Patsy from Absolutely Fabulous as I flitted around parties with a glass in my hand and a glow on my cheeks.
… [+4640 chars]"
64,"{'id': 'vice-news', 'name': 'Vice News'}","Becca Blasdel, Dory Carr-Harris, Marshall Bright",These Giant Ice Cube Trays Have Saved My Cocktails and Kitchen Prep,"If you haven’t dabbled in the world of really big ice cubes, then you don’t even know how cool your life can really be.",https://www.vice.com/en/article/g5v5x7/best-ice-cube-trays,https://video-images.vice.com/articles/62ffc2ee4f4a470094f6c4eb/lede/1660932413006-icecubelede.png?image-resize-opts=Y3JvcD0xeHc6MC45Mzc1eGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-08-19T20:01:15Z,"Hear me out—if you’re not working with some big ass ice, you’re seriously missing out. Ice is ice, you might say. Wrong. If you work in the restaurant or cocktail industry, you know ice comes in myri… [+2922 chars]"
65,"{'id': 'vice-news', 'name': 'Vice News'}","Nicolette Accardi, Dory Carr-Harris, Hilary Pollack","The Best Deals This Week, From Ooni Pizza Ovens to Misen Cookware","This week, snag savings on Dyson vacuums to sleep away dust bunnies, mood lighting for your car, and Saatva mattresses.",https://www.vice.com/en/article/7k84q9/best-deals-and-sales-september-8-2022,https://video-images.vice.com/articles/631a5343315d8300943ee3d6/lede/1662670150861-dealssept8.png?image-resize-opts=Y3JvcD0wLjk4NzY1NDMyMDk4NzY1NDR4dzoxeGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-09-08T21:05:23Z,"We’re already getting emails about upcoming holiday sales—Daddy, chill. September came out of nowhere, but it feels safe to say it’s nearly fall now, since the weather is (kind of) cooling down and f… [+4613 chars]"
66,"{'id': 'vice-news', 'name': 'Vice News'}","Becca Blasdel, Hilary Pollack",These Sustainable Bathroom Swaps Help Chip Away at My Existential Dread,"You know what hot people are into? Saving the planet. So stock your bathroom with a bidet, bamboo TP, and even eco-friendly floss.",https://www.vice.com/en/article/3ada5w/sustainable-bathroom-products,https://video-images.vice.com/articles/6307e790f7a4c3009b8b8009/lede/1661465620409-gettyimages-1311499483-1.jpeg?image-resize-opts=Y3JvcD0xeHc6MC44NDN4aDsweHcsMC4xNTd4aCZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-08-26T13:15:00Z,"Are you guys on “off the grid” Tok? Those people seem happy living in their little cabins, growing their own food, composting their turds. They inspire us—not to get rid of our Wi-Fi, but to be kinde… [+10414 chars]"
67,"{'id': 'vice-news', 'name': 'Vice News'}","Mary Frances ""Francky"" Knapp, Ian Burke, Hilary Pollack","Basket Case: What to Buy at West Elm, According to Our Editors","We’ve pored over the best of the best-sellers for the sickest mushroom lamps, leather couches, and sexy bed frames worthy of your coin.",https://www.vice.com/en/article/v7vbyy/vice-guide-to-west-elm,https://video-images.vice.com/articles/62f6a8a7bb8da6009b0374bf/lede/1660333952439-vice-west-elm-shopping-guide.jpeg?image-resize-opts=Y3JvcD0wLjk4NzY1NDMyMDk4NzY1NDR4dzoxeGg7Y2VudGVyLGNlbnRlciZyZXNpemU9MTIwMDoqJnJlc2l6ZT0xMjAwOio,2022-08-12T20:06:53Z,"Long have we coveted our neighbor’s wife, but far longer have we coveted their West Elmbar cart. The home goods and furniture site has set the gold standard for a contemporary but mid-century modern-… [+9600 chars]"
68,"{'id': None, 'name': 'Wikihow.com'}",wikiHow,How to Make Lasagna with Red Wine,"Imagine that you are going to have company over for a special dinner. You want your entrée to be tasty, impressive, and not too difficult to make. This ""really good lasagna"" will work perfectly! Dice one medium onion. Sauté in . butter,...",https://www.wikihow.com/Make-Lasagna-with-Red-Wine,https://www.wikihow.com/images/3/3b/Make-Lasagna-with-Red-Wine-Step-11.jpg,2022-08-15T00:00:00Z,"wikiHow is a wiki, similar to Wikipedia, which means that many of our articles are co-written by multiple authors. To create this article, 12 people, some anonymous, worked to edit and improve it ove… [+162 chars]"
69,"{'id': None, 'name': 'Wikihow.com'}",Samuel Bogue,How to Choose a Good Pinot Noir,"Craving some Pinot Noir? You’ve got good taste—as one of the most popular red wines out there, Pinot Noir’s dry, acidic, and elegant flavor has solidified it as a top favorite for wine enthusiasts all over the world. We’ve put together the ultimate guide to h…",https://www.wikihow.com/Choose-a-Good-Pinot-Noir,https://www.wikihow.com/images/8/89/Choose-a-Good-Pinot-Noir-Step-14.jpg,2022-08-24T08:00:00Z,"This article was co-authored by Samuel Bogue and by wikiHow staff writer, Janice Tieperman. Samuel Bogue is a sommelier based in San Francisco, California. He is the Wine Director of the renouned Ne … [+345 chars]"
70,"{'id': None, 'name': 'Food52.com'}",Andrew Triska,"What is Chianti, Really? Chianti Classico and the Black Rooster Explained","Scanning the wine list at an Italian restaurant, you might pick Chianti strictly out of familiarity, especially if you’re new to wine. After all, you’ve probably wandered past a dozen or so bottles labeled “Chianti” at your local wine shop. You may remember t…",https://food52.com/drinks/wine/27598-chianti-classico-wine-explainer,https://images.food52.com/qyMVaT0WB3ha374flTb3HmRkGH4=/fit-in/1200x1200/c1400652-0017-434a-aa8e-90770f76188c--2021-0802_five-two_stackable-glassware_10-oz-red-wine_1x1_rocky-luten_040.jpg,2022-09-01T14:00:00Z,"Scanning the wine list at an Italian restaurant, you might pick Chianti strictly out of familiarity, especially if youre new to wine. After all, youve probably wandered past a dozen or so bottles lab… [+8512 chars]"
71,"{'id': None, 'name': 'INSIDER'}",Jason Guerrasio,Johnny Depp has reportedly earned $650 million throughout his career — here's how he makes and spends his money,"At one point, the ""Pirates of the Caribbean"" star was reportedly spending $2 million a month on bills, with more than $30,000 going toward wine.",https://www.insider.com/johnny-depp-net-worth,https://s.yimg.com/ny/api/res/1.2/H5gDgFzZWZJOfmOBldbWfg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA-/https://media.zenfs.com/en/insider_articles_922/9390ca5efe9e1215399f5bedf2604461,2022-08-13T14:03:00Z,"Johnny Depp.Ian Gavan/Getty Images
<ul><li>Depp has earned over $650 million in his career, including paydays averaging $20 million per picture.
</li><li>However, he also had huge spending habits, … [+7582 chars]"
72,"{'id': None, 'name': 'Thekitchn.com'}",Alyssa Longobucco,This Editor-Favorite Dutch Oven Just Debuted in a Dreamy New Neutral Colorway — Snag It Before It’s Gone,"There’s a special excitement that happens around here at Kitchn when news of a product launch reaches our ears. And when it’s from a brand we know and love, we’re even more thrilled to know what new features, colorways, and products are rolling out. Case in p…",https://www.thekitchn.com/made-in-dutch-oven-linen-launch-september-2022-23437560,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fill,g_auto,w_1500,ar_3:2/k%2FMade_In_Enamel_Cast_Iron_Dutch_Oven_Linen4",2022-09-08T19:15:00Z,"by Alyssa Longobucco
publishedabout 1 hour ago
We independently select these products—if you buy from one of our links, we may earn a commission. All prices were accurate at the time of publishing.… [+2171 chars]"
73,"{'id': None, 'name': 'Seriouseats.com'}",Grace Kelly,We Tested 8 Stemless Wine Glasses to Find the Best Ones for Casual Drinks,"We tested eight stemless wine glasses to find one to use for serving wine, cocktails, and more.",https://www.seriouseats.com/best-stemless-wine-glasses-6503161,"https://www.seriouseats.com/thmb/TEo2IoDLhCjM3YXANPs3acNiuvs=/1500x1100/filters:fill(auto,1)/headimagewineglasses-0e131baa082f47bcb8742014350be5c6.jpg",2022-09-06T13:58:39Z,"The Schott Zwiesel Tritan Forte Universal Tumbler was our favorite overall stemless wine glass. Its solidly built, but still elegant, with a nicely tapered bowl that captures and directs aroma. We al… [+13483 chars]"
74,"{'id': None, 'name': 'Seriouseats.com'}",Madeline Muzzi,"All of Your Wine Decanter Questions, Answered","A wine expert covers the decanter basics: why, how, and what to buy. Plus, we go over when you shouldn’t bother with a wine decanter.",https://www.seriouseats.com/best-wine-decanters-6499614,"https://www.seriouseats.com/thmb/4eOVnvEtzLRSaP3Qf-h4G53Akh0=/1500x1000/filters:fill(auto,1)/Web_1500-SEA_GroupShot-WillDickey-31-2c98a49d215d44088006cb3966bd008e.jpg",2022-08-22T22:29:30Z,"Nearly any wine decanter will work, but the right decanter for you is a matter of personal preferenceaesthetics, cleanup, and storage are all things to consider. However, you can't go wrong with a st… [+13377 chars]"
75,"{'id': None, 'name': 'Davidlebovitz.com'}",David,French Tomato Tart,"This week I saw the first promise of tomato season. A few brightly colored cherry specimens were brought home from the local market, as well as the more standard varieties. I was down in Gascony visiting my friend Kate Hill, and her photographer friend Tim Cl…",https://www.davidlebovitz.com/french-tomato-tart-recipe/,https://www.davidlebovitz.com/wp-content/uploads/2010/05/tomato-tart.jpg,2022-08-10T07:53:00Z,"This week I saw the first promise of tomato season. A few brightly colored cherry specimens were brought home from the local market, as well as the more standard varieties. I was down in Gascony visi… [+7852 chars]"
76,"{'id': None, 'name': 'Science Daily'}",,Natural substances show promise against coronavirus,"Three natural compounds present in foods like green tea, olive oil and red wine are promising candidates for the development of drugs against the coronavirus. In a comprehensive screening of a large library of natural substances at DESY's X-ray source PETRA I…",https://www.sciencedaily.com/releases/2022/08/220818164038.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2022-08-18T20:40:38Z,"Three natural compounds present in foods like green tea, olive oil and red wine are promising candidates for the development of drugs against the coronavirus. In a comprehensive screening of a large … [+4502 chars]"
77,"{'id': None, 'name': 'Jezebel'}",Audra Heinrichs,Newly Public FBI Records Detail Brad Pitt's Alleged Abuse of Angelina Jolie,"Next month marks six years since Angelina Jolie filed for divorce from Brad Pitt, with whom she shares six children. The legal proceedings surrounding their divorce have been gored by bitter child custody woes, an arguably petty dispute over their once-shared…",https://jezebel.com/newly-public-fbi-records-detail-brad-pitts-alleged-abus-1849424955,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/604484ac3e7ec8a6f38dcbbf93a0eea4.png",2022-08-17T19:35:00Z,"Next month marks six years since Angelina Jolie filed for divorce from Brad Pitt, with whom she shares six children. The legal proceedings surrounding their divorce have been gored by bitter child cu… [+7492 chars]"
78,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,7 Day Healthy Meal Plan (Aug 29-Sept 4),"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and links to WW recipe builder to get your personal points. 7 Day Healthy Meal Plan I can’t believe it is almost Labor Day…",https://www.skinnytaste.com/7-day-healthy-meal-plan-aug-29-sept-4/,https://www.skinnytaste.com/wp-content/uploads/2022/08/Meal-Plan_Week_Week_344_Aug-29_Sep-4.jpg,2022-08-26T14:13:26Z,"This post may contain affiliate links. Read my disclosure policy.
A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include ma… [+8983 chars]"
79,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,7 Day Healthy Meal Plan (Sept 5-11),"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and links to WW recipe builder to get your personal points. 7 Day Healthy Meal Plan Back to school time!!! Time for new cl…",https://www.skinnytaste.com/7-day-healthy-meal-plan-sept-5-11/,https://www.skinnytaste.com/wp-content/uploads/2022/09/Meal-Plan_Week_Week_345_Sep-5_Sep-11.jpg,2022-09-02T14:09:39Z,"This post may contain affiliate links. Read my disclosure policy.
A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include ma… [+9194 chars]"
80,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,7 Day Healthy Meal Plan (Sept 12-18),"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and links to WW recipe builder to get your personal points. 7 Day Healthy Meal Plan It’s almost apple picking time!!!! Tel…",https://www.skinnytaste.com/7-day-healthy-meal-plan-sept-12-18/,https://www.skinnytaste.com/wp-content/uploads/2022/09/Meal-Plan_Week_Week_346_Sep-12_Sep-18.jpg,2022-09-09T19:29:35Z,"This post may contain affiliate links. Read my disclosure policy.
A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include ma… [+9566 chars]"
81,"{'id': None, 'name': 'GameSpot'}",Steven Petite,This Week's Free Game Is Available Now At Epic,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free games program will continue through at least the end of 2022. E…",https://www.gamespot.com/articles/this-weeks-free-game-is-available-now-at-epic/1100-6476419/,https://www.gamespot.com/a/uploads/screen_kubrick/1595/15950357/4029803-shadowtombraider.jpeg,2022-09-01T17:19:00Z,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free gam… [+20605 chars]"
82,"{'id': None, 'name': 'GameSpot'}",Steven Petite,This Week's Free Game At Epic Is A Classic Doom Game,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free games program will continue through at least the end of 2022. E…",https://www.gamespot.com/articles/this-weeks-free-game-at-epic-is-a-classic-doom-game/1100-6476419/,https://www.gamespot.com/a/uploads/screen_kubrick/1595/15950357/4019726-epicgamesstore.jpeg,2022-08-18T16:43:00Z,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free gam… [+19835 chars]"
83,"{'id': None, 'name': 'GameSpot'}",Steven Petite,Snag This Week's Free PC Game At Epic Now,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free games program will continue through at least the end of 2022. E…",https://www.gamespot.com/articles/snag-this-weeks-free-pc-game-at-epic-now/1100-6476419/,https://www.gamespot.com/a/uploads/screen_kubrick/1595/15950357/4019726-epicgamesstore.jpeg,2022-08-11T15:08:00Z,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Epic has confirmed that the free gam… [+20011 chars]"
84,"{'id': None, 'name': 'The A.V. Club'}",Saloni Gajjar,What's on TV this week—The Patient and Lord Of The Rings: The Rings Of Power premiere,"Welcome to What’s On, our weekly picks of must-watch shows. Here’s what you need to watch from Sunday, August 28, to Thursday, September 1. All times are Eastern. [Note: The weekend edition of What’s On drops on Fridays.]Read more...",https://www.avclub.com/what-to-watch-aug-28-sept-1-the-patient-rings-of-power-1849445942,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/b0fdff3d33036de6cd9e4ff68f419944.png",2022-08-28T10:00:00Z,"Welcome to Whats On, our weekly picks of must-watch shows. Heres what you need to watch from Sunday, August 28, to Thursday, September 1. All times are Eastern. [Note: The weekend edition of Whats On… [+4830 chars]"
85,"{'id': None, 'name': 'Mental Floss'}",Michele Debczak,Treat Your Dog to Doughnut-Shaped Biscuits From Krispy Kreme This Weekend,"In honor of National Dog Day, Krispy Kreme is selling dog treats shaped like their classic doughnuts.",https://www.mentalfloss.com/posts/krispy-kreme-dog-doughnuts,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1462,h_822,x_0,y_284/c_fill,w_1440,ar_16:9,f_auto,q_auto,g_auto/images/voltaxMediaLibrary/mmsport/mentalfloss/01gb8etrx899x6nzn0e5.jpg",2022-08-24T21:00:22Z,"Dogs love praise and pets, but if you really want to show your appreciation for your canine companion, give them something they can eat. In honor of National Dog Day on Friday, August 26, Krispy Krem… [+1449 chars]"
86,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,Tortellini Salad,"This easy garden Tortellini Salad with is the perfect BBQ side dish made with three-cheese cheese tortellini pasta, summer tomatoes, broccoli florets, and black olives. Tortellini Salad I love a chilled Tortellini Salad in the summer. It’s a simple side dish …",https://www.skinnytaste.com/tortellini-salad/,https://www.skinnytaste.com/wp-content/uploads/2022/08/Tortellini-Salad-4.jpg,2022-08-14T19:56:22Z,"This post may contain affiliate links. Read my disclosure policy.
This easy garden Tortellini Salad with is the perfect BBQ side dish made with three-cheese cheese tortellini pasta, summer tomatoes,… [+3710 chars]"
87,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,7 Day Healthy Meal Plan (Aug 22-28),"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and links to WW recipe builder to get your personal points. 7 Day Healthy Meal Plan I’m trying to hang on to every drop le…",https://www.skinnytaste.com/7-day-healthy-meal-plan-aug-22-28/,https://www.skinnytaste.com/wp-content/uploads/2022/08/Meal-Plan_Week_Week_343_Aug-22_Aug-28.jpg,2022-08-19T16:36:35Z,"This post may contain affiliate links. Read my disclosure policy.
A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include ma… [+9503 chars]"
88,"{'id': None, 'name': 'Skinnytaste.com'}",Gina,7 Day Healthy Meal Plan (Aug 15-21),"A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include macros and links to WW recipe builder to get your personal points. 7 Day Healthy Meal Plan While most of us are still lucky enoug…",https://www.skinnytaste.com/7-day-healthy-meal-plan-aug-15-21/,https://www.skinnytaste.com/wp-content/uploads/2022/08/Meal-Plan_Week_Week_342_Aug-15_Aug-21.jpg,2022-08-13T11:42:24Z,"This post may contain affiliate links. Read my disclosure policy.
A free 7-day, flexible weight loss meal plan including breakfast, lunch and dinner ideas and a shopping list. All recipes include ma… [+9712 chars]"
89,"{'id': None, 'name': 'The A.V. Club'}",Gabrielle Sanchez,"Attention Hotties: Megan Thee Stallion is dropping her next album, Traumazine, tomorrow","Megan Thee Stallion started teasing her next album a mere few days ago, and now the rapper has revealed the album, titled Traumazine, will drop tonight at midnight. Surprise!!!Read more...",https://www.avclub.com/megan-thee-stallion-dropping-next-album-traumazine-1849400607,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/485c507fa553f39760dc45375bb2d811.png",2022-08-11T15:41:00Z,"Megan Thee Stallion started teasing her next album a mere few days ago, and now the rapper has revealed the album, titled Traumazine, will drop tonight at midnight. Surprise!!!
The album will featur… [+1555 chars]"
90,"{'id': None, 'name': 'The A.V. Club'}",Jack Smart,"If you'd rather be titillated than terrified, RSVP yes to The Invitation","The Invitation opens with a classic scenario: lightning illuminating a Gothic mansion as thunderclaps roar. A gaunt woman, lit by candlelight, prepares to launch herself from the second floor banister. The shadows seem to be whispering. There’s something eeri…",https://www.avclub.com/review-the-invitation-nathalie-emmanuel-film-1849451231,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/e55e4e1d0131e275946c748d3023ce29.jpg",2022-08-26T02:00:00Z,"The Invitation opens with a classic scenario: lightning illuminating a Gothic mansion as thunderclaps roar. A gaunt woman, lit by candlelight, prepares to launch herself from the second floor baniste… [+6149 chars]"
91,"{'id': None, 'name': 'Cupofjo.com'}",Jenny Rosenstrach,"Five Things to Do With Corn, Tomatoes, or Both","When I was a kid, the only thing preventing complete despair over the end of summer vacation was that it happened to coincide with peak corn and tomato season.… Read more 
The post Five Things to Do With Corn, Tomatoes, or Both appeared first on Cup of Jo.",https://cupofjo.com/2022/08/10/easy-recipes-corn-tomatoes/,https://cupofjo.com/wp-content/uploads/2022/08/sausage-with-tomato-corn-hash-1.jpeg,2022-08-10T16:45:41Z,"When I was a kid, the only thing preventing complete despair over the end of summer vacation was that it happened to coincide with peak corn and tomato season. As a grown-up and a dinner lover, I sti… [+3414 chars]"
92,"{'id': None, 'name': 'Cupofjo.com'}",Jenny Rosenstrach,A Shrub for Summer Nights,"Today, I’d like to introduce you to my favorite non-alcoholic drink: the fruity, tangy, vibrant shrub. Shrubs are drinking vinegars, and though there are lots of great ones on the market right now — UpMountain and Weathertop are recent wins — the most satisfy…",https://cupofjo.com/2022/08/17/easy-shrub-recipe-fruit/,https://cupofjo.com/wp-content/uploads/2022/08/raspberry-shrub.jpeg,2022-08-17T15:41:31Z,"Today, I’d like to introduce you to my favorite non-alcoholic drink: the fruity, tangy, vibrant shrub. Shrubs are drinking vinegars, and though there are lots of great ones on the market right now — … [+2256 chars]"
93,"{'id': None, 'name': 'Space.com'}",Joe Rao,See a starry 'crown' dazzle in both the northern and southern skies,Several northern constellations have southern counterparts. Learn the stories behind constellations Corona Borealis and Corona Australis and the stars within them.,https://www.space.com/constellations-southern-crown-northern-crown,https://cdn.mos.cms.futurecdn.net/xRjENNZfyF9C9Nj8iSABVF-1200-80.jpg,2022-09-05T10:00:32Z,"There are several constellations in our northern sky that have similar counterparts in the southern sky. 
In our current evening sky, for instance, is the zodiacal constellation Pisces
, composed o… [+7920 chars]"
94,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Natalie B. Compton,"Amtrak's New Menu Items, Ranked","One reporter. Two trains. Fifteen of Amtrak’s breakfast, snack, sandwich and salad offerings on its new menu.",https://www.washingtonpost.com/travel/tips/amtrak-new-menu-cafe-car/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/BUHVVLA7HAI63HHGNASTXUYYMQ.jpg&w=1440,2022-08-20T12:06:24Z,"Comment on this story
Eating on Americas trains can leave a traveler wanting. On trains in Japan, you can dine on gourmet bento boxes and sake that cost less than a meal at a U.S. airport. Here your… [+6011 chars]"
95,"{'id': None, 'name': 'InsideHook'}",The Editors,"The 101 Best Insults From 'Game Of Thrones,' Ranked","The insults in HBO's ""Game of Thrones"" are endless. We recount the 101 best insults along with commentary and video clips from the show, which now continues with ""House of the Dragon.""",https://www.insidehook.com/article/arts-entertainment/the-101-best-insults-from-game-of-thrones-ranked,"https://www.insidehook.com/wp-content/uploads/2019/04/got.png?resize=1200,800",2022-08-25T17:59:06Z,"After a three-year hiatus, the Game of Thrones universe is finally back on HBO with the Targaryen epic House of the Dragon. The first episode, which premiered on August 21, had it all: dragons, infig… [+26133 chars]"
96,"{'id': None, 'name': 'Rolling Stone'}",Jon Dolan,Megan Thee Stallion’s ‘Traumazine’ Is A Multi-Faceted Mood,"On her second album, the rap superstar comes up with just the right balance of slick bops and searing confessionals.",https://www.rollingstone.com/music/music-album-reviews/megan-thee-stallion-traumazine-1394884/,https://www.rollingstone.com/wp-content/uploads/2022/08/01_MULTI_20220725_NELSON_MTS_TRAUMAZINE_0608HR_R2.jpg,2022-08-12T04:00:13Z,A Megan Thee Stallion verse is not unlike a bag of salt and vinegar chips—there’s something classic and quaint and straight-up hood about the sharp and improbable flavors packed inside every one of t… [+4272 chars]
97,"{'id': None, 'name': 'Rolling Stone'}",Sri Rain Stewart,RS Recommends: The Best Teeth Whitening Kits On the Market Right Now,Professional whitening can be expensive — here's where a good at-home whitening kit comes in,https://www.rollingstone.com/product-recommendations/lifestyle/best-teeth-whitening-kit-1183320/,https://www.rollingstone.com/wp-content/uploads/2021/06/AdobeStock_40515653.jpeg,2022-08-26T20:00:00Z,"If you purchase an independently reviewed product or service through a link on our website, Rolling Stone may receive an affiliate commission.
If you drink coffee, love red wine, or smoke, you might… [+6068 chars]"
98,"{'id': None, 'name': 'Rolling Stone'}",Jon Dolan,Thirteen Things We Absolutely Do Not Know About Taylor Swift’s ‘Midnights’,Her new album is the biggest mystery in the music world right now. Here are the lingering questions that will keep us up until it finally comes out in October.,https://www.rollingstone.com/music/music-features/taylor-swift-midnights-questions-rob-sheffield-1234586065/,https://www.rollingstone.com/wp-content/uploads/2022/09/taylor-swift-13-things-new-album.jpg,2022-09-02T14:23:48Z,"Taylor Swift shocked the world this week, by spilling a little secret at Sunday night’s MTV Video Music Awards. “I thought it might be a fun moment to tell you that my brand new album comes out Octob… [+12636 chars]"
